"gam","ee_L_a_Horowitz and Manski","ee_L_a_Lee","ee_L_a_Chen and Flores","ee_U_a_Horowitz and Manski","ee_U_a_Lee","ee_U_a_Chen and Flores","ee_L_b_Horowitz and Manski","ee_L_b_Lee","ee_L_b_Chen and Flores","ee_U_b_Horowitz and Manski","ee_U_b_Lee","ee_U_b_Chen and Flores"
1.3,-2.04567373921447,-1.84870395670805,-1.84870395670805,-1.61621490175258,-1.84870395670805,-1.84870395670805,-2.21526455680879,-1.85751741565465,-1.82831522492099,-1.74055349640862,-1.78295258566472,-1.78295258566472
1.31,-1.95161011845301,-1.75475980702581,-1.75475980702581,-1.52958707790733,-1.75475980702581,-1.75475980702581,-2.11324501282852,-1.76330605572202,-1.73478096246031,-1.64675326178027,-1.69005362252211,-1.69005362252211
1.32,-1.86387994871789,-1.66735772018231,-1.66735772018231,-1.44915207424083,-1.66735772018231,-1.66735772018231,-2.01810240012405,-1.6756448587312,-1.64778049445474,-1.55967450926015,-1.60367722301064,-1.60367722301064
1.33,-1.78189920326111,-1.58588951591384,-1.58588951591384,-1.37432872221929,-1.58588951591384,-1.58588951591384,-1.92920231497993,-1.59392541999315,-1.5667058258623,-1.47868599451805,-1.52321559455861,-1.52321559455861
1.34,-1.7051527272644,-1.50981884258211,-1.50981884258211,-1.30460466384463,-1.50981884258211,-1.50981884258211,-1.8459851749344,-1.51761116966356,-1.49102078578915,-1.40323122661426,-1.44813276480227,-1.44813276480227
1.35,-1.63318439559629,-1.43867091002459,-1.43867091002459,-1.23952651078586,-1.43867091002459,-1.43867091002459,-1.76795552607007,-1.44622710542231,-1.42025076046447,-1.33281777680947,-1.37795431463975,-1.37795431463975
1.36,-1.56558891101704,-1.37202393372673,-1.37202393372673,-1.17869164392673,-1.37202393372673,-1.37202393372673,-1.69467313251246,-1.37935123647941,-1.35397413753298,-1.26700836954744,-1.31225882260109,-1.31225882260109
1.37,-1.50200493247484,-1.3095019665493,-1.3095019665493,-1.1217413429735,-1.3095019665493,-1.3095019665493,-1.62574551095972,-1.3166074151409,-1.2918151378989,-1.20541341843462,-1.25067069676787,-1.25067069676787
1.38,-1.44210928847471,-1.25076886240607,-1.25076886240607,-1.06835500110539,-1.25076886240607,-1.25076886240607,-1.56082164405161,-1.25765930032932,-1.23343777951632,-1.1476847410255,-1.19285413863772,-1.19285413863772
1.39,-1.3856120807621,-1.19552316871828,-1.19552316871828,-1.01824522990997,-1.19552316871828,-1.19552316871828,-1.49958666098913,-1.20220524988546,-1.17854076995279,-1.09351024082614,-1.13850803576061,-1.13850803576061
1.4,-1.33225252251458,-1.14349378510757,-1.14349378510757,-0.971153698797933,-1.14349378510757,-1.14349378510757,-1.44175731613415,-1.14997397911278,-1.12685316518798,-1.04260938724563,-1.08736162060843,-1.08736162060843
1.41,-1.28179538563644,-1.09443625750379,-1.09443625750379,-0.926847583492624,-1.09443625750379,-1.09443625750379,-1.3870781293468,-1.10072085474074,-1.0781306638237,-0.994729357254402,-1.03917076485464,-1.03917076485464
1.42,-1.2340279556378,-1.04812960176268,-1.04812960176268,-0.885116522076492,-1.04812960176268,-1.04812960176268,-1.33531807776933,-1.05422471840216,-1.03215243080077,-0.94964172845837,-0.99371480315922,-0.99371480315922
1.43,-1.18875741146681,-1.00437357059221,-1.00437357059221,-0.845769995963906,-1.00437357059221,-1.00437357059221,-1.28626774928444,-1.01028515342291,-0.988718364421262,-0.907139633818088,-0.950793800257561,-0.950793800257561
1.44,-1.14580856268774,-0.962986293258909,-0.962986293258909,-0.808635068193551,-0.962986293258909,-0.962986293258909,-1.23973688419841,-0.968720124395556,-0.947646736147892,-0.86703530456363,-0.910226190825073,-0.910226190825073
1.45,-1.10502188841655,-0.923802230084231,-0.923802230084231,-0.773554423452772,-0.923802230084231,-0.923802230084231,-1.19555224475712,-0.929363931546589,-0.908772145190482,-0.829157940914033,-0.871846734127569,-0.871846734127569
1.46,-1.06625183209334,-0.886670393826244,-0.886670393826244,-0.740384663913742,-0.886670393826244,-0.886670393826244,-1.15355576260582,-0.892065431992607,-0.871943739975012,-0.793351860712974,-0.835504735552825,-0.835504735552825
1.47,-1.02936531398716,-0.851452798195911,-0.851452798195911,-0.708994822777674,-0.851452798195911,-0.851452798195911,-1.11360292279564,-0.856686488134527,-0.83702366674458,-0.759474884584126,-0.801062495272768,-0.801062495272768
1.48,-0.994240429679686,-0.818023100382411,-0.818023100382411,-0.679265063773992,-0.818023100382411,-0.818023100382411,-1.07556134983914,-0.823100610064228,-0.803885712166837,-0.727396923109211,-0.768393950910848,-0.768393950910848
1.49,-0.960765307958329,-0.786265409870275,-0.786265409870275,-0.651085540045682,-0.786265409870275,-0.786265409870275,-1.03930956694952,-0.791191764266276,-0.772414112230753,-0.696998737164033,-0.737383486497484,-0.737383486497484
1.5,-0.928837105800547,-0.756073240265875,-0.756073240265875,-0.62435539010314,-0.756073240265875,-0.756073240265875,-1.00473590421669,-0.760853325332193,-0.742502504150342,-0.668170847166242,-0.707924884431239,-0.707924884431239
1.51,-0.898361121632092,-0.727348584503002,-0.727348584503002,-0.59898185202975,-0.727348584503002,-0.727348584503002,-0.971737535276834,-0.731987151056914,-0.714053001645173,-0.640812570792043,-0.679920400815583,-0.679920400815583
1.52,-0.869250010936841,-0.700001096817353,-0.700001096817353,-0.574879480017374,-0.700001096817353,-0.700001096817353,-0.940219625177218,-0.704502764307159,-0.686975376987557,-0.614831171864179,-0.653279947561151,-0.653279947561151
1.53,-0.841423090699293,-0.67394736738696,-0.67394736738696,-0.55196944971336,-0.67394736738696,-0.67394736738696,-0.910094574749031,-0.678316627558689,-0.66118633571354,-0.590141105724621,-0.627920367150657,-0.627920367150657
1.54,-0.814805721163633,-0.649110277624983,-0.649110277624983,-0.53017894086343,-0.649110277624983,-0.649110277624983,-0.881281348977121,-0.653351498088757,-0.636608871984179,-0.56666334858125,-0.603764788052974,-0.603764788052974
1.55,-0.789328755068327,-0.625418425858723,-0.625418425858723,-0.509440587409939,-0.625418425858723,-0.625418425858723,-0.853704878675152,-0.62953585355756,-0.613171694331041,-0.544324800137675,-0.580742050520318,-0.580742050520318
1.56,-0.764928045921118,-0.602805614595346,-0.602805614595346,-0.489691986610816,-0.602805614595346,-0.602805614595346,-0.827295526302152,-0.606803379179089,-0.590808712986484,-0.523057750342654,-0.558786193969158,-0.558786193969158
1.57,-0.741544008063177,-0.581210391809862,-0.581210391809862,-0.47087525992841,-0.581210391809862,-0.581210391809862,-0.801988608042623,-0.585092508916846,-0.569458581234322,-0.502799402381806,-0.537835998380438,-0.537835998380438
1.58,-0.719121222271344,-0.560575639734287,-0.560575639734287,-0.452936659437639,-0.560575639734287,-0.560575639734287,-0.777723965358992,-0.564346014183299,-0.549064284259882,-0.483491445120876,-0.517834573198169,-0.517834573198169
1.59,-0.697608081495026,-0.540848205511174,-0.540848205511174,-0.435826214350429,-0.540848205511174,-0.540848205511174,-0.754445580146047,-0.54451063440617,-0.529572769862683,-0.46507966913071,-0.49872898808963,-0.49872898808963
1.6,-0.676956472044768,-0.52197856882629,-0.52197856882629,-0.419497412973911,-0.52197856882629,-0.52197856882629,-0.732101228399733,-0.525536744576279,-0.510934616146579,-0.447513621206759,-0.48046994068205,-0.48046994068205
1.61,-0.657121486163722,-0.503920542275925,-0.503920542275925,-0.403906916033993,-0.503920542275925,-0.503920542275925,-0.710642167979947,-0.507378055532356,-0.493103731942917,-0.430746292963233,-0.463011457031331,-0.463011457031331
1.62,-0.638061162438225,-0.486631000772022,-0.486631000772022,-0.389014297820948,-0.486631000772022,-0.486631000772022,-0.690022856617319,-0.489991343285955,-0.476037086269937,-0.414733839652345,-0.446310621126075,-0.446310621126075
1.63,-0.619736250953722,-0.470069636757785,-0.470069636757785,-0.374781812063654,-0.470069636757785,-0.470069636757785,-0.670200696802928,-0.473336204159046,-0.45969446360114,-0.39943532584802,-0.430327330199647,-0.430327330199647
1.64,-0.602110000489023,-0.454198738409847,-0.454198738409847,-0.36117417982584,-0.454198738409847,-0.454198738409847,-0.651135804619994,-0.457374832910324,-0.444038242118736,-0.38481249505356,-0.415024073026424,-0.415024073026424
1.65,-0.58514796537503,-0.438982988350668,-0.438982988350668,-0.34815839705089,-0.438982988350668,-0.438982988350668,-0.632790799938607,-0.44207182137384,-0.429033192475921,-0.370829560654729,-0.400365728725967,-0.400365728725967
1.66,-0.568817829931862,-0.424389280695017,-0.424389280695017,-0.335703559669472,-0.424389280695017,-0.424389280695017,-0.615130615707148,-0.427393975433742,-0.414646294891841,-0.357453015952339,-0.386319383899033,-0.386319383899033
1.67,-0.553089248647364,-0.410386554514241,-0.410386554514241,-0.323780704433361,-0.410386554514241,-0.410386554514241,-0.59812232434468,-0.413310148418787,-0.400846572663035,-0.344651461279003,-0.372854166179206,-0.372854166179206
1.68,-0.537933700476132,-0.396945642027498,-0.396945642027498,-0.312362663854941,-0.396945642027498,-0.396945642027498,-0.581734979473397,-0.399791089225731,-0.387604940400541,-0.33239544643954,-0.359941092509361,-0.359941092509361
1.69,-0.523324355826141,-0.384039130025175,-0.384039130025175,-0.301423933819794,-0.384039130025175,-0.384039130025175,-0.565939471434398,-0.386809303676781,-0.374894065497951,-0.320657326918684,-0.347552930648267,-0.347552930648267
1.7,-0.50923595496379,-0.371641233200577,-0.371641233200577,-0.29094055260357,-0.371641233200577,-0.371641233200577,-0.550708395207962,-0.374338927787132,-0.362688241506525,-0.309411132477639,-0.335664072583458,-0.335664072583458
1.71,-0.495644696711235,-0.359727678215149,-0.359727678215149,-0.2808899901673,-0.359727678215149,-0.359727678215149,-0.536015929514891,-0.362355611767798,-0.350963272242677,-0.298632446916412,-0.324250418675677,-0.324250418675677
1.72,-0.482528136435,-0.348275597453036,-0.348275597453036,-0.271251046730481,-0.348275597453036,-0.348275597453036,-0.521837726011424,-0.350836413719511,-0.339696365583661,-0.288298297914794,-0.313289271490788,-0.313289271490788
1.73,-0.469865092434558,-0.337263431535241,-0.337263431535241,-0.262003759730934,-0.337263431535241,-0.337263431535241,-0.508150807609422,-0.339759702087884,-0.328866036021774,-0.278387055984016,-0.302759238389428,-0.302759238389428
1.74,-0.457635559935948,-0.326670839764169,-0.326670839764169,-0.253129318376815,-0.326670839764169,-0.326670839764169,-0.494933475058206,-0.329105066050579,-0.318452015147864,-0.268878341665815,-0.292640142045258,-0.292640142045258
1.75,-0.445820631980297,-0.316478617757796,-0.316478617757796,-0.244609985080936,-0.316478617757796,-0.316478617757796,-0.482165221016566,-0.318853233095689,-0.308435169323452,-0.259752940207755,-0.282912938151097,-0.282912938151097
1.76,-0.434402426571864,-0.306668621610695,-0.306668621610695,-0.236429023142311,-0.306668621610695,-0.306668621610695,-0.469826650924681,-0.308985993128513,-0.298797423878713,-0.250992723024867,-0.273559639650221,-0.273559639650221
1.77,-0.423364019516259,-0.297223697988044,-0.297223697988044,-0.228570630105869,-0.297223697988044,-0.297223697988044,-0.457899410057398,-0.2994861285128,-0.289521693242458,-0.242580575329367,-0.26456324689898,-0.26456324689898
1.78,-0.412689382437874,-0.288127619619619,-0.288127619619619,-0.221019876289635,-0.288127619619619,-0.288127619619619,-0.44636611620379,-0.290337349513442,-0.280591816471189,-0.234500329373682,-0.255907683227813,-0.255907683227813
1.79,-0.402363325517327,-0.279365025714817,-0.279365025714817,-0.213762648020472,-0.279365025714817,-0.279365025714817,-0.435210297474118,-0.281524234661598,-0.271992497698254,-0.226736702808211,-0.247577735421704,-0.247577735421704
1.8,-0.392371444535643,-0.270921366867604,-0.270921366867604,-0.206785595165359,-0.270921366867604,-0.270921366867604,-0.424416334785216,-0.273032175611135,-0.263709251072062,-0.219275241705134,-0.239558998689065,-0.239558998689065
1.81,-0.382700071852716,-0.262782854062925,-0.262782854062925,-0.200076082586005,-0.262782854062925,-0.262782854062925,-0.413969408619684,-0.264847326097847,-0.2557283497949,-0.212102267843934,-0.231837825730576,-0.231837825730576
1.82,-0.37333623098394,-0.254936411433986,-0.254936411433986,-0.19362214518096,-0.254936411433986,-0.254936411433986,-0.403855449693736,-0.256956554650861,-0.248036778911789,-0.205204829893765,-0.224401279557465,-0.224401279557465
1.83,-0.364267594471307,-0.24736963245363,-0.24736963245363,-0.187412446211742,-0.24736963245363,-0.24736963245363,-0.394061093203778,-0.249347400739401,-0.240622191532641,-0.198570658163011,-0.217237089742472,-0.217237089742472
1.84,-0.355482444774186,-0.240070739273224,-0.240070739273224,-0.181436238638455,-0.240070739273224,-0.240070739273224,-0.384573636353191,-0.242008034068279,-0.233472868201139,-0.192188122617778,-0.210333611816947,-0.210333611816947
1.85,-0.346969637930877,-0.233028544949428,-0.233028544949428,-0.175683329216221,-0.233028544949428,-0.233028544949428,-0.375380998888916,-0.234927216762483,-0.226577679150746,-0.186046193899182,-0.203679789554506,-0.203679789554506
1.86,-0.338718569765192,-0.226232418323406,-0.226232418323406,-0.170144045126896,-0.226232418323406,-0.226232418323406,-0.366471686402603,-0.228094268205357,-0.219926049212416,-0.180134407094429,-0.197265119905815,-0.197265119905815
1.87,-0.330719144433062,-0.219672251338676,-0.219672251338676,-0.164809202941321,-0.219672251338676,-0.219672251338676,-0.357834756173615,-0.221499032316556,-0.21350792516024,-0.174442828039261,-0.191079620370753,-0.191079620370753
1.88,-0.322961745122842,-0.21333842860326,-0.21333842860326,-0.15967007972597,-0.21333842860326,-0.21333842860326,-0.349459785351472,-0.215131847075396,-0.207313745300682,-0.168962021949556,-0.185113798613634,-0.185113798613634
1.89,-0.315437206739705,-0.207221799019244,-0.207221799019244,-0.154718386124617,-0.207221799019244,-0.207221799019244,-0.341336841293471,-0.208983516112698,-0.201334411128581,-0.163683024198083,-0.179358624144639,-0.179358624144639
1.9,-0.308136790419623,-0.201313649318635,-0.201313649318635,-0.149946241260723,-0.201313649318635,-0.201313649318635,-0.333456453889657,-0.203045282209949,-0.19556126088876,-0.158597313068808,-0.173805501906364,-0.173805501906364
1.91,-0.301052159732005,-0.195605679358517,-0.195605679358517,-0.145346149319817,-0.195605679358517,-0.195605679358517,-0.325809589722022,-0.197308802558797,-0.189986044896336,-0.153696784335852,-0.16844624761853,-0.16844624761853
1.92,-0.294175358442326,-0.190089979041355,-0.190089979041355,-0.140910977683414,-0.190089979041355,-0.190089979041355,-0.31838762791819,-0.19176612564666,-0.18460090248153,-0.148973727527574,-0.163273064746714,-0.163273064746714
1.93,-0.287498789717158,-0.184759006737796,-0.184759006737796,-0.136633936497053,-0.184759006737796,-0.184759006737796,-0.311182337571808,-0.186409669645796,-0.179398340436395,-0.144420803748239,-0.158278522972496,-0.158278522972496
1.94,-0.281015196664011,-0.179605569099786,-0.179605569099786,-0.132508559565081,-0.179605569099786,-0.179605569099786,-0.3041858566128,-0.18123220219363,-0.174371212851269,-0.140031024940599,-0.153455538052861,-0.153455538052861
1.95,-0.274717644107481,-0.174622802161277,-0.174622802161277,-0.128528686473838,-0.174622802161277,-0.174622802161277,-0.29739067202045,-0.176226821461563,-0.169512702238258,-0.135797734482588,-0.14879735296615,-0.14879735296615
1.96,-0.268599501511383,-0.169804153632356,-0.169804153632356,-0.124688445853125,-0.169804153632356,-0.169804153632356,-0.290789601281211,-0.171386938418089,-0.164816301847582,-0.131714589020225,-0.144297520250423,-0.144297520250423
1.97,-0.262654426964024,-0.165143366300398,-0.165143366300398,-0.120982239693279,-0.165143366300398,-0.165143366300398,-0.28437577500124,-0.166706260199797,-0.160275799090417,-0.127775541446903,-0.139949885447863,-0.139949885447863
1.98,-0.256876352150535,-0.160634462458914,-0.160634462458914,-0.117404728641933,-0.160634462458914,-0.160634462458914,-0.278142620591011,-0.1621787745109,-0.15588525998891,-0.123974824946623,-0.135748571575917,-0.135748571575917
1.99,-0.251259468242312,-0.15627172929118,-0.15627172929118,-0.113950818210703,-0.15627172929118,-0.15627172929118,-0.272083846946017,-0.157798734978356,-0.151639014580472,-0.120306938025369,-0.131687964552272,-0.131687964552272
2,-0.245798212639248,-0.152049705141565,-0.152049705141565,-0.110615645827632,-0.152049705141565,-0.152049705141565,-0.266193430053696,-0.153560647395471,-0.147531643209271,-0.116766630460932,-0.127762699506619,-0.127762699506619
2.01,-0.2404872565055,-0.147963166612797,-0.147963166612797,-0.107394568676301,-0.147963166612797,-0.147963166612797,-0.260465599462216,-0.149459256792221,-0.143557963643191,-0.113348890107006,-0.123967647917459,-0.123967647917459
2.02,-0.235321493044214,-0.144007116432261,-0.144007116432261,-0.104283152267195,-0.144007116432261,-0.144007116432261,-0.254894825551821,-0.145489535275339,-0.139713018959359,-0.110048930492421,-0.120297905517078,-0.120297905517078
2.03,-0.230296026460864,-0.140176772034845,-0.140176772034845,-0.101277159691111,-0.140176772034845,-0.140176772034845,-0.24947580755406,-0.141646670585686,-0.135992066145761,-0.106862179161018,-0.116748780912203,-0.116748780912203
2.04,-0.225406161568727,-0.136467554813888,-0.136467554813888,-0.0983725415083011,-0.136467554813888,-0.136467554813888,-0.244203462268404,-0.137926055324423,-0.132390565370524,-0.103784266701826,-0.113315784871943,-0.113315784871943
2.05,-0.220647393993566,-0.132875079995483,-0.132875079995483,-0.0955654262305727,-0.132875079995483,-0.132875079995483,-0.239072913429639,-0.134323276803229,-0.128904169874123,-0.100811016423085,-0.109994620238269,-0.109994620238269
2.06,-0.216015400937851,-0.129395147094775,-0.129395147094775,-0.0928521113567883,-0.129395147094775,-0.129395147094775,-0.234079481682903,-0.130834107477187,-0.125528716443166,-0.0979384346271716,-0.106781172417697,-0.106781172417697
2.07,-0.211506032467784,-0.12602373091598,-0.12602373091598,-0.0902290549252066,-0.12602373091598,-0.12602373091598,-0.229218675126521,-0.127454495922032,-0.122260216427498,-0.0951627014466848,-0.103671500415922,-0.103671500415922
2.08,-0.207115303289155,-0.122756973060705,-0.122756973060705,-0.0876928675488001,-0.122756973060705,-0.122756973060705,-0.224486180385674,-0.124180558320339,-0.119094847265203,-0.092480162204932,-0.100661828379988,-0.100661828379988
2.09,-0.202839384980512,-0.119591173911733,-0.119591173911733,-0.0852403049021866,-0.119591173911733,-0.119591173911733,-0.219877854182723,-0.121008570423793,-0.116028944482692,-0.0898873192667429,-0.0977485376152016,-0.0977485376152016
2.1,-0.198674598654466,-0.11652278506185,-0.11652278506185,-0.0828682606311065,-0.11652278506185,-0.11652278506185,-0.21538971537245,-0.117934959961093,-0.113058994139462,-0.0873808243480388,-0.0949281590463577,-0.0949281590463577
2.11,-0.194617408020014,-0.113548402159479,-0.113548402159479,-0.0805737596574721,-0.113548402159479,-0.113548402159479,-0.211017937412788,-0.11495629946325,-0.110181625689284,-0.0849574712548631,-0.0921973660950649,-0.0921973660950649
2.12,-0.190664412820737,-0.110664758144891,-0.110664758144891,-0.0783539518549595,-0.110664758144891,-0.110664758144891,-0.206758841243716,-0.112069299480035,-0.107393605231633,-0.0826141890246854,-0.0895529679469766,-0.0895529679469766
2.13,-0.186812342625488,-0.107868716852662,-0.107868716852662,-0.0762061060718855,-0.107868716852662,-0.107868716852662,-0.20260888854893,-0.109270802163211,-0.104691829128999,-0.0803480354447214,-0.0869919031845803,-0.0869919031845803
2.14,-0.183058050949854,-0.105157266957713,-0.105157266957713,-0.0741276044797588,-0.105157266957713,-0.105157266957713,-0.198564675376678,-0.106557775193897,-0.102073317967459,-0.0781561909237965,-0.0845112337629255,-0.0845112337629255
2.15,-0.179398509688144,-0.102527516243881,-0.102527516243881,-0.0721159372273992,-0.102527516243881,-0.102527516243881,-0.194622926097802,-0.10392730603297,-0.0995352108394399,-0.0760359526959162,-0.0821081393072346,-0.0821081393072346
2.16,-0.175830803837114,-0.0999766861754001,-0.0999766861754001,-0.0701686973819179,-0.0999766861754001,-0.0999766861754001,-0.190780487680549,-0.101376596474913,-0.0970747599290866,-0.0739847293352273,-0.0797799117128109,-0.0797799117128109
2.17,-0.172352126493873,-0.0975021067530517,-0.0975021067530517,-0.0682835761391337,-0.0975021067530517,-0.0975021067530517,-0.187034324263093,-0.0989029574867889,-0.0946893253819728,-0.0720000355634445,-0.0775239500289868,-0.0775239500289868
2.18,-0.168959774111635,-0.0951012116379355,-0.0951012116379355,-0.0664583582871912,-0.0951012116379355,-0.0951012116379355,-0.183381512006034,-0.096503804315348,-0.0923763704421417,-0.0700794873321135,-0.0753377556101104,-0.0753377556101104
2.19,-0.165651141998074,-0.0927715335270035,-0.0927715335270035,-0.0646909179082423,-0.0927715335270035,-0.0927715335270035,-0.179819234208297,-0.0941766518463482,-0.0901334568406077,-0.068220797163268,-0.0732189275177037,-0.0732189275177037
2.2,-0.162423720042057,-0.0905106997655366,-0.0905106997655366,-0.0629792143040705,-0.0905106997655366,-0.0905106997655366,-0.176344776671011,-0.0919191102012806,-0.0879582404205164,-0.0664217697331477,-0.0711651581589958,-0.0711651581589958
2.21,-0.159275088655473,-0.0883164281827337,-0.0883164281827337,-0.0613212881324731,-0.0883164281827337,-0.0883164281827337,-0.172955523294903,-0.0897288805576478,-0.0858484669851352,-0.0646802976846581,-0.06917422914801,-0.06917422914801
2.22,-0.156202914917747,-0.0861865231374917,-0.0861865231374917,-0.0597152577420933,-0.0861865231374917,-0.0861865231374917,-0.169648951897773,-0.0876037511798654,-0.0838019683557631,-0.0629943576552057,-0.0672440073762973,-0.0672440073762973
2.23,-0.153204948911438,-0.0841188717622973,-0.0841188717622973,-0.0581593156941913,-0.0841188717622973,-0.0841188717622973,-0.166422630239407,-0.0855415936486936,-0.0818166586274845,-0.0613620065074108,-0.0653724412812487,-0.0653724412812487
2.24,-0.150279020238065,-0.0821114403939349,-0.0821114403939349,-0.0566517254606024,-0.0821114403939349,-0.0821114403939349,-0.163274212242176,-0.083540359277895,-0.0798905306114822,-0.0597813777510179,-0.0635575573007037,-0.0635575573007037
2.25,-0.147423034704023,-0.0801622711804378,-0.0801622711804378,-0.0551908182878117,-0.0801622711804378,-0.0801622711804378,-0.160201434396266,-0.0815980757075307,-0.0780216524533388,-0.0582506781450744,-0.0617974565032921,-0.0617974565032921
2.26,-0.144634971167049,-0.0782694788543881,-0.0782694788543881,-0.0537749902177315,-0.0782694788543881,-0.0782694788543881,-0.157202112339236,-0.0797128436639925,-0.0762081644174416,-0.0567681844701491,-0.0600903113846267,-0.0600903113846267
2.27,-0.141912878534365,-0.0764312476632889,-0.0764312476632889,-0.0524026992563536,-0.0764312476632889,-0.0764312476632889,-0.154274137600207,-0.0778828338774849,-0.0744482758282197,-0.0553322404610094,-0.0584343628200838,-0.0584343628200838
2.28,-0.139254872904114,-0.0746458284483249,-0.0746458284483249,-0.0510724626820162,-0.0746458284483249,-0.0746458284483249,-0.151415474499622,-0.0761062841482592,-0.0727402621595356,-0.0539412538907863,-0.0568279171654932,-0.0568279171654932
2.29,-0.136659134842285,-0.0729115358633569,-0.0729115358633569,-0.0497828544855329,-0.0729115358633569,-0.0729115358633569,-0.148624157196079,-0.0743814965534394,-0.0710824622640817,-0.0525936937982083,-0.0552693434975993,-0.0552693434975993
2.3,-0.134123906787756,-0.071226745726509,-0.071226745726509,-0.0485325029349182,-0.071226745726509,-0.071226745726509,-0.145898286872236,-0.0727068347867874,-0.0694732757351489,-0.0512880878500185,-0.0537570709866592,-0.0537570709866592
2.31,-0.131647490578573,-0.0695898924971707,-0.0695898924971707,-0.0473200882578907,-0.0695898924971707,-0.0695898924971707,-0.143236029052325,-0.0710807216242195,-0.0679111603935909,-0.0500230198311679,-0.0522895863940105,-0.0522895863940105
2.32,-0.129228245092976,-0.0679994668716749,-0.0679994668716749,-0.0461443404357508,-0.0679994668716749,-0.0679994668716749,-0.14063561104421,-0.0695016365083287,-0.0663946298932558,-0.0487971272558352,-0.05086543168788,-0.05086543168788
2.33,-0.126864583999092,-0.0664540134913196,-0.0664540134913196,-0.0450040371026215,-0.0664540134913196,-0.0664540134913196,-0.138095319499397,-0.0679681132455698,-0.0649222514385532,-0.0476090990927455,-0.0494832017711114,-0.0494832017711114
2.34,-0.124554973607554,-0.0649521287567826,-0.0649521287567826,-0.0438980015444014,-0.0649521287567826,-0.0649521287567826,-0.135613498084774,-0.0664787378101478,-0.0634926436082145,-0.0464576735986528,-0.0481415423148683,-0.0481415423148683
2.35,-0.122297930821692,-0.0634924587433304,-0.0634924587433304,-0.0428251007921195,-0.0634924587433304,-0.0634924587433304,-0.13318854526023,-0.065032146249005,-0.0621044742796514,-0.0453416362542218,-0.0468391476927254,-0.0468391476927254
2.36,-0.120092021180196,-0.0620736972115554,-0.0620736972115554,-0.0417842438046954,-0.0620736972115554,-0.0620736972115554,-0.130818912156661,-0.0636270226826298,-0.0607564586486512,-0.0442598177968836,-0.0455747590098895,-0.0455747590098895
2.37,-0.117935856987508,-0.0606945837086853,-0.0606945837086853,-0.0407743797364056,-0.0606945837086853,-0.0606945837086853,-0.128503100549179,-0.0622620973967255,-0.0594473573394589,-0.0432110923455648,-0.0443471622226024,-0.0443471622226024
2.38,-0.115828095527438,-0.0593539017557946,-0.0593539017557946,-0.039794496284631,-0.0593539017557946,-0.0593539017557946,-0.126239660920644,-0.0609361450200605,-0.0581759746005796,-0.0421943756124863,-0.0431551863430663,-0.0431551863430663
2.39,-0.113767437355778,-0.0580504771165237,-0.0580504771165237,-0.03884361811372,-0.0580504771165237,-0.0580504771165237,-0.124027190610933,-0.0596479827840974,-0.0569411565819104,-0.0412086231975096,-0.0419977017255014,-0.0419977017255014
2.4,-0.111752624667918,-0.0567831761431565,-0.0567831761431565,-0.0379208053510404,-0.0567831761431565,-0.0567831761431565,-0.121864332047599,-0.0583964688602465,-0.0557417896890601,-0.0402528289607677,-0.0408736184291999,-0.0408736184291999
2.41,-0.109782439737709,-0.0555509041961533,-0.0555509041961533,-0.0370251521515235,-0.0555509041961533,-0.0555509041961533,-0.119749771053859,-0.0571805007708311,-0.0545767990109541,-0.039326023469569,-0.0397818846546765,-0.0397818846546765
2.42,-0.107855703424021,-0.054352604133448,-0.054352604133448,-0.0361557853272082,-0.054352604133448,-0.054352604133448,-0.117682235230024,-0.0559990138700691,-0.0534451468170403,-0.0384272725157836,-0.0387214852492341,-0.0387214852492341
2.43,-0.105971273741642,-0.0531872548660342,-0.0531872548660342,-0.0353118630384999,-0.0531872548660342,-0.0531872548660342,-0.115660492404763,-0.0548509798915873,-0.0523458311206234,-0.0375556757001444,-0.0376914402784773,-0.0376914402784773
2.44,-0.10412804449336,-0.0520538699765543,-0.0520538699765543,-0.0344925735440351,-0.0520538699765543,-0.0520538699765543,-0.113683349152755,-0.0537354055591766,-0.0512778843050468,-0.0367103650800909,-0.0366908036604935,-0.0366908036604935
2.45,-0.102324943960237,-0.0509514963977912,-0.0509514963977912,-0.0336971340062245,-0.0509514963977912,-0.0509514963977912,-0.111749649375481,-0.0526513312576816,-0.0502403718096235,-0.0358905038779773,-0.0357186618596097,-0.0357186618596097
2.46,-0.100560933647257,-0.0498792131481309,-0.0498792131481309,-0.0329247893497049,-0.0498792131481309,-0.0498792131481309,-0.109858272942099,-0.051597829761087,-0.0492323908723909,-0.0350952852466392,-0.0347741326367997,-0.0347741326367997
2.47,-0.0988350070816686,-0.0488361301212288,-0.0488361301212288,-0.0321748111700875,-0.0488361301212288,-0.0488361301212288,-0.108008134387495,-0.0505740050150261,-0.0482530693269232,-0.0343239310894835,-0.0338563638539812,-0.0338563638539812
2.48,-0.0971461886615087,-0.0478213869272581,-0.0478213869272581,-0.0314464966905296,-0.0478213869272581,-0.0478213869272581,-0.106198181664783,-0.0495789909710872,-0.0473015644505864,-0.0335756909324191,-0.0329645323295885,-0.0329645323295885
2.49,-0.0954935325519153,-0.0468341517832672,-0.0468341517832672,-0.0307391677637969,-0.0468341517832672,-0.0468341517832672,-0.104427394949647,-0.0486119504704356,-0.0463770618617622,-0.0328498408450938,-0.0320978427429527,-0.0320978427429527
